"Synchronize payment methods","Zsynchronizuj dostępne metody płatności",module,InPost_InPostPay
"Error occurred in payment method synchronization.","Wystąpił błąd podczas synronizacji metod płatności",module,InPost_InPostPay
"Payment methods synchronization complete.","Synchronizacja metod płatności została ukończona",module,InPost_InPostPay
"There was a problem with getting payment methods. Details: %1","Wystąpił problem z uzyskaniem metod płatności. Szczegóły %1 ",module,InPost_InPostPay
"InPost Pay API refund request responded with error: %1","Żądanie zwrotu środków wysłane do API InPost Pay zwróciło bład: %1",module,InPost_InPostPay
"Empty InPost Pay Transaction list for OrderId: %1","Lista transakcji InPost Pay jest pusta dla zamówienia: %1",module,InPost_InPostPay
"InPost Pay API returned transaction refund status: failed. External Refund ID: %1 Description: %2","Otrzymani z API InPost Pay status zwrotu środków to: nieudany: %1. Zwenętrzny ID Zwrotu: %1 Opis: %2",module,InPost_InPostPay
"Enable removing special characters and HTML code from product attributes sent to InPost Pay Mobile App.","Włącz usuwanie znaków specjalnych i kodu HTML z atrybutów produktowych wysyłanych do Aplikacji Mobilnej InPost Pay",module,InPost_InPostPay
"No transactions found to be refunded for Order #%1.","Nie znaleziono transakcji do zwrotu dla Zamówienia #%1.",module,InPost_InPostPay
"InPost Pay order offline refund has been initialised.","Zwrot offline do zamówienia InPost Pay został zainicjowany.",module,InPost_InPostPay
"Use order address firstname and lastname instead of customer firstname and lastname","Użyj imienia i nazwiska z adresu zamiast imienia i nazwiska klienta",module,InPost_InPostPay
"Image role sended to InPost Pay","Rola obrazu wysyłana do InPost Pay",module,InPost_InPostPay
"Synchronize payment methods","Zsynchronizuj dostępne metody płatności",module,InPost_InPostPay
"Error occurred in payment method synchronization.","Wystąpił błąd podczas synronizacji metod płatności",module,InPost_InPostPay
"Payment methods synchronization complete.","Synchronizacja metod płatności została ukończona",module,InPost_InPostPay
"There was a problem with getting payment methods. Details: %1","Wystąpił problem z uzyskaniem metod płatności. Szczegóły %1 ",module,InPost_InPostPay
"Enable removing special characters and HTML code from product attributes sent to InPost Pay Mobile App.","Włącz usuwanie znaków specjalnych i kodu HTML z atrybutów produktowych wysyłanych do Aplikacji Mobilnej InPost Pay",module,InPost_InPostPay
"Coupon code has been applied","Kod został aktywowany",module,InPost_InPostPay
"Coupon code is already activated","Kod jest już aktywowany",module,InPost_InPostPay
"Coupon code has been removed. The code entered is incorrect. Please enter the correct code","Usunięto kod rabatowy. W prowadzony kod jest niepoprawny. Wpisz poprawny kod",module,InPost_InPostPay
"Coupon code has been updated","Kod został zaktualizowany",module,InPost_InPostPay
"Card (InPost Pay)","Karta (InPost Pay)",module,InPost_InPostPay
"Apple Pay (InPost Pay)","Apple Pay (InPost Pay)",module,InPost_InPostPay
"BLIK (InPost Pay)","BLIK (InPost Pay)",module,InPost_InPostPay
"Pay by Link (InPost Pay)","Pay by Link (InPost Pay)",module,InPost_InPostPay
"Shopping Limit (InPost Pay)","Limit zakupów (InPost Pay)",module,InPost_InPostPay
"Deferred Payment (InPost Pay)","Płatność odroczona (InPost Pay)",module,InPost_InPostPay
"Google Pay (InPost Pay)","Google Pay (InPost Pay)",module,InPost_InPostPay
"Cash on delivery (InPost Pay)","Za pobraniem (InPost Pay)",module,InPost_InPostPay
"Free Order (InPost Pay)","Darmowe Zamówienie (InPost Pay)"
"InPost Pay Free Order #%1 has been automatically marked as paid.","Darmowe Zamówienie InPost Pay #%1 zostało automatycznie oznaczone jako opłacone.",module,InPost_InPostPay
"Payment Type","Rodzaj płatności",module,InPost_InPostPay
"Basket has been changed during order processing. Please try again.","Koszyk uległ zmianie podczas procesu składania zamówienia. Prosimy ponowić próbę.",module,InPost_InPostPay
